S.No,Voltage,Current,Ah,Wh,Power,Battery Temp,Time,Chamber Temp,SOC
32,27.17932,-1.92641,-0.00147,-0.04014,-52.358513841,25.31158367,3.205997497,25,99.94719828
33,27.18657,-1.93539,-0.00153,-0.04147,-52.616615712,25.32316733,3.297004849,25,99.9450431
34,27.18119,-1.93947,-0.00158,-0.04301,-52.717102569,25.32316733,3.402003273,25,99.94324713
35,27.19317,-1.94029,-0.00163,-0.04442,-52.762635819,25.31158367,3.497999534,25,99.94145115
36,27.18984,-1.94029,-0.00169,-0.04596,-52.756174654,25.31158367,3.602997959,25,99.93929598
37,27.19264,-1.94111,-0.00174,-0.04745,-52.78390543,25.31158367,3.704999015,25,99.9375
38,27.18999,-1.94111,-0.0018,-0.0489,-52.778761489,25.31158367,3.804002702,25,99.93534483
39,27.18721,-1.94111,-0.00185,-0.05033,-52.773365203,25.31158367,3.901004791,25,99.93354885
40,27.19425,-1.33272,-0.0019,-0.05126,-36.24232086,25.31158367,3.994003683,25,99.93175287
41,27.20092,-1.25514,-0.00194,-0.05229,-34.140962729,25.31158367,4.101999477,25,99.93031609
42,27.19365,-1.22901,-0.00197,-0.05319,-33.421267787,25.31158367,4.199001566,25,99.92923851
43,27.19014,-1.22166,-0.00201,-0.05407,-33.217106432,25.31158367,4.294997826,25,99.92780172
44,27.18884,-1.21921,-0.00204,-0.05506,-33.148905616,25.31158367,4.401997849,25,99.92672414
45,27.19327,-1.21758,-0.00207,-0.05591,-33.109981687,25.31158367,4.494996741,25,99.92564655
46,27.19001,-1.21758,-0.00211,-0.05687,-33.106012376,25.31158367,4.598999396,25,99.92420977
47,27.20573,-1.21758,-0.00214,-0.05774,-33.125152733,25.31158367,4.693999887,25,99.92313218
48,27.18728,-1.21676,-0.00218,-0.05871,-33.080394813,25.31158367,4.798998311,25,99.9216954
49,27.1878,-1.21676,-0.00221,-0.05957,-33.081027528,25.31158367,4.893003032,25,99.92061782
50,27.19236,-1.21921,-0.00224,-0.06056,-33.153197236,25.31158367,5.000003055,25,99.91954023
51,27.19799,-1.22085,-0.00228,-0.06145,-33.204666092,25.31158367,5.097005144,25,99.91810345
52,27.19241,-1.22166,-0.00231,-0.06243,-33.219879601,25.31158367,5.202999339,25,99.91702586
53,27.18818,-1.22166,-0.00235,-0.06333,-33.214711979,25.31158367,5.300001428,25,99.91558908
54,27.18902,-1.22166,-0.00238,-0.06422,-33.215738173,25.31158367,5.397003517,25,99.91451149
55,27.19168,-1.22166,-0.00241,-0.0652,-33.218987789,25.31158367,5.502997711,25,99.91343391
56,27.19953,-1.22248,-0.00245,-0.06609,-33.250881434,25.31158367,5.59900403,25,99.91199713
57,27.18775,-1.22248,-0.00248,-0.06705,-33.23648062,25.31158367,5.702996626,25,99.91091954
58,27.19298,-1.22248,-0.00252,-0.06792,-33.24287419,25.31158367,5.797997117,25,99.90948276
59,27.18979,-1.22166,-0.00255,-0.06881,-33.216678851,25.31158367,5.894003436,25,99.90840517
60,27.19533,-1.22411,-0.00258,-0.06978,-33.290075406,25.31158367,5.999001861,25,99.90732759
61,27.19566,-1.22575,-0.00262,-0.07067,-33.335080245,25.31158367,6.094998121,25,99.9058908
62,27.18441,-1.22656,-0.00265,-0.07159,-33.34330993,25.31158367,6.194001809,25,99.90481322
63,27.20743,-1.22738,-0.00269,-0.07259,-33.393855433,25.31158367,6.301997602,25,99.90337644
64,27.19417,-1.22738,-0.00272,-0.07351,-33.377580375,25.3,6.40199706,25,99.90229885
65,27.18991,-1.22738,-0.00275,-0.07442,-33.372351736,25.3,6.500004977,25,99.90122126
66,27.18751,-1.2282,-0.00279,-0.0753,-33.391699782,25.3,6.595005468,25,99.89978448
67,27.19125,-1.22738,-0.00282,-0.07624,-33.373996425,25.3,6.696000695,25,99.8987069
68,27.19293,-1.22738,-0.00285,-0.07716,-33.376058423,25.31158367,6.795004383,25,99.89762931
69,27.19622,-1.2282,-0.00289,-0.07813,-33.402397404,25.31158367,6.900002807,25,99.89619253
70,27.18664,-1.97459,-0.00292,-0.07959,-53.682467478,25.31158367,6.998000666,25,99.89511494
71,27.18934,-1.97949,-0.00298,-0.08103,-53.821026637,25.3,7.093996927,25,99.89295977
72,27.1766,-1.98684,-0.00303,-0.0826,-53.995555944,25.3,7.19900541,25,99.89116379
73,27.18158,-1.99174,-0.00309,-0.08403,-54.138640149,25.3,7.293995842,25,99.88900862
74,27.1799,-1.99419,-0.00315,-0.08564,-54.201884781,25.3,7.400995865,25,99.88685345
75,27.18681,-1.995,-0.0032,-0.08706,-54.23768595,25.31158367,7.495000586,25,99.88505747
76,27.18843,-1.99582,-0.00326,-0.08864,-54.263212363,25.31158367,7.599999011,25,99.8829023
77,27.17677,-1.99582,-0.00331,-0.09006,-54.239941101,25.31158367,7.694003731,25,99.88110632
78,27.18443,-1.99582,-0.00337,-0.09166,-54.255229083,25.3,7.799997926,25,99.87895115
79,27.18967,-1.99664,-0.00342,-0.09312,-54.287982709,25.3,7.897000015,25,99.87715517
80,27.19353,-1.63977,-0.00348,-0.09432,-44.591134688,25.3,7.994002104,25,99.875
81,27.18124,-1.64304,-0.00352,-0.09565,-44.65986457,25.3,8.101002127,25,99.87356322
82,27.1912,-1.64222,-0.00357,-0.09681,-44.653932464,25.3,8.194996789,25,99.87176724
83,27.18975,-1.64141,-0.00362,-0.09815,-44.629527548,25.3,8.303002641,25,99.86997126
84,27.18503,-1.64059,-0.00366,-0.09934,-44.599488368,25.3,8.398998901,25,99.86853448
85,27.19933,-1.64059,-0.0037,-0.10062,-44.622948805,25.52005867,8.501995727,25,99.8670977
86,27.18073,-1.64059,-0.00375,-0.1018,-44.592433831,25.52005867,8.596996218,25,99.86530172
87,27.18568,-1.63977,-0.0038,-0.10307,-44.578262494,25.3,8.700003102,25,99.86350575
88,27.18999,-1.63977,-0.00384,-0.10427,-44.585329902,25.3,8.797005191,25,99.86206897
89,27.1886,-1.64059,-0.00389,-0.10551,-44.605345274,25.3,8.897004649,25,99.86027299
90,27.18854,-1.32619,-0.00393,-0.10651,-36.057169863,25.3,8.997004107,25,99.85883621
91,27.19801,-1.29271,-0.00397,-0.10749,-35.159139507,25.3,9.097003564,25,99.85739943
92,27.19846,-1.27964,-0.004,-0.10845,-34.804237354,25.31158367,9.195997193,25,99.85632184
93,27.19522,-1.27556,-0.00404,-0.1095,-34.689134823,25.31158367,9.304998815,25,99.85488506
94,27.19568,-1.27393,-0.00408,-0.11043,-34.645392622,25.31158367,9.402000904,25,99.85344828
95,27.18927,-1.27393,-0.00411,-0.11134,-34.637226731,25.31158367,9.497001395,25,99.85237069
96,27.18253,-1.27393,-0.00415,-0.11229,-34.628640443,25.3,9.594999254,25,99.85093391
97,27.20258,-1.27393,-0.00418,-0.1133,-34.654182739,25.3,9.699997678,25,99.84985632
98,27.18363,-1.27311,-0.00422,-0.11422,-34.607751189,25.3,9.796003997,25,99.84841954
99,27.20268,-1.27393,-0.00425,-0.11524,-34.654310132,25.3,9.901998192,25,99.84734195
100,27.1887,-1.2429,-0.00429,-0.11613,-33.79283523,25.3,9.996998683,25,99.84590517
101,27.19172,-1.12694,-0.00432,-0.11702,-30.643436937,25.3,10.10100134,25,99.84482759
102,27.18949,-1.09754,-0.00435,-0.11779,-29.841552855,25.3,10.19400023,25,99.84375
103,27.19626,-1.08855,-0.00438,-0.11867,-29.604488823,25.3,10.30100025,25,99.84267241
104,27.18741,-1.08692,-0.00441,-0.11947,-29.550539677,25.3,10.39800234,25,99.84159483
105,27.20146,-1.0861,-0.00444,-0.12026,-29.543505706,25.3,10.49500443,25,99.84051724
106,27.19355,-1.0861,-0.00447,-0.12114,-29.534914655,25.3,10.60200445,25,99.83943966
107,27.19132,-1.0861,-0.0045,-0.1219,-29.532492652,25.3,10.69500335,25,99.83836207
108,27.18679,-1.0861,-0.00453,-0.12275,-29.527572619,25.31158367,10.799006,25,99.83728448
109,27.19184,-1.08529,-0.00456,-0.1236,-29.511032034,25.31158367,10.90200283,25,99.8362069
110,27.19031,-1.05589,-0.00459,-0.12434,-28.709976426,25.3,10.99500172,25,99.83512931
111,27.20261,-0.93748,-0.00462,-0.12509,-25.501902823,25.3,11.10099591,25,99.83405172
112,27.19698,-0.91053,-0.00465,-0.12576,-24.763666199,25.3,11.197998,25,99.83297414
113,27.18206,-0.8991,-0.00467,-0.12647,-24.439390146,25.3,11.30299643,25,99.83225575
114,27.20055,-0.89665,-0.0047,-0.12713,-24.389373158,25.3,11.39999852,25,99.83117816
115,27.1771,-0.89583,-0.00472,-0.12779,-24.346061493,25.31158367,11.49799637,25,99.83045977
116,27.20052,-0.89583,-0.00475,-0.12846,-24.367041832,25.31158367,11.59600429,25,99.82938218
117,27.17992,-0.89583,-0.00477,-0.12917,-24.348587734,25.31158367,11.70199849,25,99.82866379
118,27.19118,-0.89502,-0.0048,-0.12984,-24.336649924,25.31158367,11.80100217,25,99.82758621
119,27.19601,-0.89502,-0.00482,-0.13049,-24.34097287,25.31158367,11.89699844,25,99.82686782
120,27.19105,-0.89502,-0.00484,-0.13117,-24.336533571,25.3,11.99800372,25,99.82614943
121,27.18446,-0.89338,-0.00487,-0.13185,-24.286052875,25.3,12.09800318,25,99.82507184
122,27.19838,-0.89338,-0.0049,-0.13256,-24.298488724,25.3,12.2030016,25,99.82399425
123,27.18026,-0.89338,-0.00492,-0.1332,-24.282300679,25.3,12.29800209,25,99.82327586
124,27.18212,-0.89257,-0.00495,-0.13391,-24.261944848,25.3,12.40399629,25,99.82219828
125,27.19914,-0.89338,-0.00497,-0.13455,-24.299167693,25.3,12.49899678,25,99.82147989
126,27.18561,-0.89338,-0.00499,-0.1352,-24.287080262,25.3,12.5950031,25,99.82076149
127,27.19222,-0.89257,-0.00502,-0.13592,-24.270959805,25.3,12.70099729,25,99.81968391
128,27.19556,-0.89257,-0.00504,-0.13656,-24.273940989,25.3,12.79599778,25,99.81896552
129,27.18999,-0.89338,-0.00507,-0.13728,-24.290993266,25.3,12.90400364,25,99.81788793
130,27.19648,-0.36503,-0.00509,-0.13755,-9.927531094,25.3,12.99900413,25,99.81716954
131,27.19683,-0.20089,-0.0051,-0.1377,-5.463571179,25.3,13.09799775,25,99.81681034
132,27.19768,-0.16251,-0.00511,-0.13782,-4.419894977,25.508475,13.19499984,25,99.81645115
133,27.20363,-0.14862,-0.00511,-0.13793,-4.043003491,25.508475,13.3010041,25,99.81645115
134,27.20214,-0.14536,-0.00511,-0.13804,-3.95410307,25.52005867,13.39600459,25,99.81645115
135,27.19846,-0.14454,-0.00512,-0.13815,-3.931265408,25.52005867,13.50100301,25,99.81609195
136,27.20202,-0.14454,-0.00512,-0.13826,-3.931779971,25.52005867,13.59499767,25,99.81609195
137,27.19325,-0.14454,-0.00513,-0.13837,-3.930512355,25.3,13.70100193,25,99.81573276
138,27.19192,-0.14373,-0.00513,-0.13847,-3.908294662,25.3,13.79499659,25,99.81573276
139,27.19049,-0.14454,-0.00513,-0.13859,-3.930113425,25.3,13.90100084,25,99.81573276
140,27.2013,-0.12985,-0.00514,-0.13869,-3.532088805,25.3,14.00199607,25,99.81537356
141,27.20719,-0.02368,-0.00514,-0.13871,-0.644266259,25.31158367,14.09899816,25,99.81537356
142,27.19829,0.01878,-0.00514,-0.13869,0.510783886,25.31158367,14.19899762,25,99.81537356
143,27.18603,0.03348,-0.00514,-0.13867,0.910188284,25.31158367,14.3000029,25,99.81537356
144,27.19488,0.03675,-0.00514,-0.13864,0.99941184,25.3,14.40099813,25,99.81537356
145,27.20074,0.03757,-0.00514,-0.13861,1.021931802,25.3,14.49599862,25,99.81537356
146,27.19972,0.03757,-0.00514,-0.13858,1.02189348,25.31158367,14.59599808,25,99.81537356
147,27.1985,0.03757,-0.00514,-0.13856,1.021847645,25.31158367,14.69399594,25,99.81537356
148,27.20387,0.03757,-0.00514,-0.13852,1.022049396,25.31158367,14.80200179,25,99.81537356
149,27.20352,0.03838,-0.00513,-0.1385,1.044071098,25.31158367,14.89900388,25,99.81573276
150,27.18983,0.02777,-0.00513,-0.13848,0.755061579,25.31158367,14.99900334,25,99.81573276
151,27.19988,-0.04818,-0.00513,-0.13851,-1.310490218,25.3,15.0949996,25,99.81573276
152,27.1924,-0.09963,-0.00514,-0.13859,-2.709178812,25.3,15.20100385,25,99.81537356
153,27.19813,-0.11269,-0.00514,-0.13867,-3.06495727,25.3,15.29499851,25,99.81537356
154,27.20416,-0.11678,-0.00514,-0.13876,-3.176901805,25.3,15.39999694,25,99.81537356
155,27.20766,-0.11759,-0.00515,-0.13885,-3.199348739,25.31158367,15.49600326,25,99.81501437
156,27.20087,-0.11759,-0.00515,-0.13894,-3.198550303,25.31158367,15.60300328,25,99.81501437
157,27.19364,-0.11759,-0.00515,-0.13903,-3.197700128,25.31158367,15.70100114,25,99.81501437
158,27.19457,-0.11759,-0.00515,-0.13912,-3.197809486,25.3,15.7969974,25,99.81501437
159,27.19985,-0.11759,-0.00516,-0.13921,-3.198430362,25.3,15.90300165,25,99.81465517
160,27.19014,-0.19109,-0.00516,-0.13934,-5.195763853,25.31158367,15.99600054,25,99.81465517
161,27.19409,-0.38463,-0.00517,-0.13965,-10.459662837,25.31158367,16.1000032,25,99.81429598
162,27.19771,-0.43444,-0.00518,-0.13996,-11.815773132,25.3,16.19500369,25,99.81393678
163,27.1994,-0.45486,-0.00519,-0.14032,-12.371919084,25.3,16.30099788,25,99.81357759
164,27.19203,-0.45976,-0.00521,-0.14066,-12.501807713,25.3,16.3970042,25,99.8128592
165,27.196,-0.46139,-0.00522,-0.14103,-12.54796244,25.52005867,16.5029984,25,99.8125
166,27.20193,-0.46139,-0.00523,-0.14136,-12.550698483,25.52005867,16.59900472,25,99.8121408
167,27.19555,-0.46139,-0.00525,-0.14169,-12.547754815,25.52005867,16.69500098,25,99.81142241
168,27.1834,-0.46139,-0.00526,-0.14206,-12.542148926,25.52005867,16.7999994,25,99.81106322
169,27.19496,-0.46139,-0.00527,-0.14241,-12.547482594,25.3,16.89999886,25,99.81070402
170,27.1949,-0.49405,-0.00528,-0.14277,-13.435640345,25.3,16.99799672,25,99.81034483
171,27.19012,-0.58225,-0.0053,-0.1432,-15.83144737,25.3,17.09499881,25,99.80962644
172,27.19261,-0.61655,-0.00531,-0.14368,-16.765603696,25.31158367,17.19800569,25,99.80926724
173,27.18337,-0.62716,-0.00533,-0.14416,-17.048322329,25.31158367,17.29900092,25,99.80854885
174,27.19965,-0.6288,-0.00535,-0.14462,-17.10313992,25.32316733,17.39499718,25,99.80783046
175,27.19466,-0.62961,-0.00537,-0.14512,-17.122029883,25.32316733,17.5019972,25,99.80711207
176,27.18885,-0.62961,-0.00538,-0.14556,-17.118371848,25.31158367,17.59400032,25,99.80675287
177,27.19348,-0.62961,-0.0054,-0.14605,-17.121286943,25.31158367,17.69600138,25,99.80603448
178,27.19282,-0.62961,-0.00542,-0.14654,-17.1208714,25.31158367,17.80000404,25,99.80531609
179,27.1868,-0.63043,-0.00544,-0.147,-17.139374324,25.3,17.89699607,25,99.8045977
180,27.17596,-0.62798,-0.00546,-0.1475,-17.065959361,25.3,18.00099872,25,99.80387931
181,27.17487,-0.62635,-0.00547,-0.14795,-17.020979824,25.52005867,18.09800081,25,99.80352011
182,27.20405,-0.62553,-0.00549,-0.14841,-17.016949396,25.52005867,18.19399707,25,99.80280172
183,27.18516,-0.62553,-0.00551,-0.14892,-17.005133135,25.3,18.30200292,25,99.80208333
184,27.19009,-0.62553,-0.00552,-0.14935,-17.008216998,25.3,18.39399599,25,99.80172414
185,27.19525,-0.62553,-0.00554,-0.14985,-17.011444733,25.3,18.49900447,25,99.80100575
186,27.18961,-0.62553,-0.00556,-0.15029,-17.007916743,25.3,18.59299913,25,99.80028736
187,27.19889,-0.62553,-0.00558,-0.15079,-17.013721662,25.3,18.69700179,25,99.79956897
188,27.18603,-0.62471,-0.00559,-0.15129,-16.983384801,25.3,18.80400181,25,99.79920977
189,27.19505,-0.62553,-0.00561,-0.15174,-17.011319626,25.3,18.8990023,25,99.79849138
190,27.17886,-0.65656,-0.00563,-0.1522,-17.844552322,25.3,18.99299696,25,99.79777299
191,27.19481,-0.76027,-0.00565,-0.15283,-20.675398199,25.3,19.10100281,25,99.7970546
192,27.19439,-0.7864,-0.00567,-0.15343,-21.385668296,25.3,19.20300387,25,99.79633621
193,27.19237,-0.79375,-0.00569,-0.15401,-21.583943688,25.3,19.30000596,25,99.79561782
194,27.19192,-0.79539,-0.00571,-0.15463,-21.628181249,25.3,19.40199696,25,99.79489943
195,27.19166,-0.7962,-0.00574,-0.15521,-21.649999692,25.3,19.50000487,25,99.79382184
196,27.19519,-0.7962,-0.00576,-0.15581,-21.652810278,25.3,19.5989985,25,99.79310345
197,27.19574,-0.7962,-0.00578,-0.15639,-21.653248188,25.3,19.69600059,25,99.79238506
198,27.18426,-0.7962,-0.0058,-0.15699,-21.644107812,25.3,19.79500428,25,99.79166667
199,27.19622,-0.7962,-0.00583,-0.1576,-21.653630364,25.3,19.89599951,25,99.79058908
200,27.18416,-0.79457,-0.00585,-0.15823,-21.599718011,25.3,20.00200376,25,99.78987069
201,27.1908,-0.79294,-0.00587,-0.15882,-21.560672952,25.3,20.10000162,25,99.7891523
202,27.18827,-0.79212,-0.00589,-0.15939,-21.536372432,25.3,20.19599788,25,99.78843391
203,27.19263,-0.79212,-0.00591,-0.16003,-21.539826076,25.508475,20.3029979,25,99.78771552
204,27.1877,-0.7913,-0.00594,-0.16061,-21.51362701,25.508475,20.39999999,25,99.78663793
205,27.19208,-0.7913,-0.00596,-0.16118,-21.517092904,25.508475,20.49500048,25,99.78591954
206,27.18673,-0.79212,-0.00598,-0.16182,-21.535152568,25.508475,20.6020005,25,99.78520115
207,27.18381,-0.79212,-0.006,-0.16239,-21.532839577,25.508475,20.697001,25,99.78448276
208,27.19594,-0.7913,-0.00602,-0.16303,-21.520147322,25.32316733,20.80400102,25,99.78376437
209,27.1929,-0.79212,-0.00605,-0.16361,-21.540039948,25.32316733,20.90100311,25,99.78268678
210,27.19295,-0.73741,-0.00607,-0.16414,-20.05235326,25.3,20.99699937,25,99.78196839
211,27.19738,-0.51284,-0.00608,-0.16452,-13.947904359,25.3,21.09300569,25,99.7816092
212,27.1857,-0.45567,-0.0061,-0.16489,-12.387707919,25.508475,21.20100148,25,99.7808908
213,27.19763,-0.44261,-0.00611,-0.1652,-12.037943014,25.508475,21.29499614,25,99.78053161
214,27.18582,-0.43771,-0.00612,-0.16556,-11.899505272,25.28842667,21.40300199,25,99.78017241
215,27.19444,-0.43607,-0.00613,-0.16587,-11.858679451,25.28842667,21.49800248,25,99.77981322
216,27.19105,-0.43526,-0.00615,-0.16621,-11.835176423,25.28842667,21.60099931,25,99.77909483
217,27.19374,-0.43526,-0.00616,-0.16652,-11.836347272,25.3,21.6959998,25,99.77873563
218,27.19627,-0.43526,-0.00617,-0.16688,-11.83744848,25.3,21.80500142,25,99.77837644
219,27.19219,-0.43526,-0.00618,-0.1672,-11.835672619,25.3,21.90099768,25,99.77801724
220,27.18991,-0.01225,-0.00619,-0.16721,-0.333076398,25.3,22.00299874,25,99.77765805
221,27.20672,0.69661,-0.00617,-0.16672,18.952473219,25.3,22.09500186,25,99.77837644
222,27.20828,0.70151,-0.00615,-0.1662,19.086880503,25.3,22.19400555,25,99.77909483
223,27.20536,0.7007,-0.00613,-0.16561,19.062795752,25.3,22.30400294,25,99.77981322
224,27.20749,0.69988,-0.00612,-0.16512,19.041978101,25.3,22.3979976,25,99.78017241
225,27.19073,0.69988,-0.0061,-0.16458,19.030248112,25.3,22.49999866,25,99.7808908
226,27.20177,0.69906,-0.00608,-0.16406,19.015669336,25.3,22.59900235,25,99.7816092
227,27.20069,0.69906,-0.00606,-0.16355,19.014914351,25.3,22.69499861,25,99.78232759
228,27.18969,0.69906,-0.00604,-0.16299,19.007224691,25.3,22.79999703,25,99.78304598
229,27.2021,0.69825,-0.00602,-0.16244,18.993866325,25.508475,22.90500551,25,99.78376437
230,27.20109,0.64598,-0.006,-0.16198,17.571360118,25.508475,22.99900018,25,99.78448276
231,27.19154,0.57901,-0.00598,-0.16157,15.744173575,25.52005867,23.09400067,25,99.78520115
232,27.19538,0.55778,-0.00597,-0.16111,15.169039056,25.52005867,23.20300229,25,99.78556034
233,27.20092,0.55125,-0.00595,-0.16071,14.99450715,25.31158367,23.29899855,25,99.78627874
234,27.20403,0.54961,-0.00594,-0.1603,14.951606928,25.31158367,23.39600064,25,99.78663793
235,27.2047,0.54961,-0.00592,-0.15987,14.951975167,25.31158367,23.50099906,25,99.78735632
236,27.19385,0.54961,-0.00591,-0.15948,14.946011899,25.52005867,23.59500378,25,99.78771552
237,27.19406,0.54961,-0.00589,-0.15904,14.946127317,25.52005867,23.70099798,25,99.78843391
238,27.1975,0.5488,-0.00588,-0.15864,14.925988,25.31158367,23.7970043,25,99.7887931
239,27.20027,0.5488,-0.00586,-0.15821,14.927508176,25.31158367,23.90099689,25,99.78951149
240,27.19715,0.54961,-0.00585,-0.15781,14.947825612,25.3,23.99599738,25,99.78987069
241,27.1995,0.55125,-0.00583,-0.15737,14.993724375,25.3,24.10200164,25,99.79058908
242,27.20495,0.55125,-0.00581,-0.15698,14.996728688,25.3,24.19700213,25,99.79130747
243,27.20482,0.55125,-0.0058,-0.15654,14.996657025,25.3,24.30100478,25,99.79166667
244,27.20158,0.55206,-0.00578,-0.15616,15.016904255,25.3,24.39400367,25,99.79238506
245,27.19393,0.55206,-0.00577,-0.15571,15.012680996,25.3,24.5010037,25,99.79274425
246,27.19786,0.55125,-0.00575,-0.15531,14.992820325,25.3,24.59800579,25,99.79346264
247,27.20421,0.55125,-0.00574,-0.1549,14.996320762,25.508475,24.69499782,25,99.79382184
248,27.2061,0.55206,-0.00572,-0.15449,15.019399566,25.508475,24.79299568,25,99.79454023
249,27.20726,0.55125,-0.00571,-0.15407,14.998002075,25.508475,24.89400096,25,99.79489943
250,27.19426,0.51368,-0.00569,-0.15365,13.969147477,25.31158367,25.00199676,25,99.79561782
251,27.19638,0.3283,-0.00568,-0.15341,8.928571554,25.31158367,25.10100044,25,99.79597701
252,27.19158,0.28502,-0.00567,-0.1532,7.750144132,25.52005867,25.19800253,25,99.79633621
253,27.18109,0.27032,-0.00566,-0.153,7.347592249,25.52005867,25.29300302,25,99.7966954
254,27.19216,0.26705,-0.00566,-0.15278,7.261666328,25.31158367,25.40200464,25,99.7966954
255,27.1881,0.26623,-0.00565,-0.15259,7.238287863,25.31158367,25.49700513,25,99.7970546
256,27.20711,0.26623,-0.00564,-0.15238,7.243348895,25.31158367,25.60299933,25,99.79741379
257,27.20161,0.26623,-0.00563,-0.15218,7.24188463,25.3,25.70099719,25,99.79777299
258,27.19492,0.26623,-0.00563,-0.15199,7.240103552,25.3,25.79599768,25,99.79777299
259,27.1992,0.26623,-0.00562,-0.15178,7.241243016,25.3,25.90000033,25,99.79813218
260,27.19915,-0.00327,-0.00561,-0.15178,-0.08894122,25.3,25.99900402,25,99.79849138
261,27.20067,-0.80764,-0.00564,-0.15237,-21.968349119,25.3,26.09500028,25,99.79741379
262,27.19475,-0.81254,-0.00566,-0.15303,-22.096822165,25.3,26.20299608,25,99.7966954
263,27.19919,-0.81499,-0.00568,-0.15361,-22.167067858,25.3,26.2970008,25,99.79597701
264,27.1929,-0.81662,-0.0057,-0.1542,-22.206265998,25.3,26.39299706,25,99.79525862
265,27.19774,-0.81744,-0.00573,-0.15485,-22.232520586,25.3,26.49800554,25,99.79418103
266,27.19855,-0.81744,-0.00575,-0.15548,-22.233182712,25.3,26.59999654,25,99.79346264
267,27.19544,-0.81744,-0.00577,-0.15606,-22.230640474,25.3,26.69400126,25,99.79274425
268,27.19,-0.81825,-0.00579,-0.15669,-22.2482175,25.3,26.79600231,25,99.79202586
269,27.19632,-0.81825,-0.00582,-0.15733,-22.25338884,25.3,26.89899914,25,99.79094828
270,27.18101,-1.61119,-0.00584,-0.15847,-43.793771502,25.3,26.99300386,25,99.79022989
271,27.19068,-1.75655,-0.00589,-0.15987,-47.761788954,25.3,27.09800228,25,99.78843391
272,27.18006,-1.79411,-0.00594,-0.16121,-48.764017447,25.3,27.19700597,25,99.78663793
273,27.17738,-1.8129,-0.00599,-0.16255,-49.269872202,25.3,27.29500383,25,99.78484195
274,27.19262,-1.81861,-0.00604,-0.16403,-49.452770658,25.3,27.40299962,25,99.78304598
